id,team_id,season_id,category,name,value,perGameValue,rank
7810b468-5b4c-4417-88bf-92c26979fe46,22,2024,kicking,fairCatches,0.0,,1.0
b9503ddc-4aa5-4c72-ba7e-e62d65887839,22,2024,kicking,fairCatchPct,0.0,,1.0
50063c6b-cca8-4102-a9ad-cb41cd13e7f0,22,2024,kicking,fieldGoalAttempts,12.0,,3.0
a908ac06-9fc4-493f-96d1-6e892aecfb04,22,2024,kicking,fieldGoalAttempts1_19,0.0,,1.0
c9e094cd-b9a6-42ba-9569-0839c2dc9aa8,22,2024,kicking,fieldGoalAttempts20_29,1.0,,4.0
da405dac-fdaa-4638-b7ca-4b7bbd3d49ca,22,2024,kicking,fieldGoalAttempts30_39,4.0,,1.0
76e1ee72-058a-48c1-b097-6dcc8ad7c758,22,2024,kicking,fieldGoalAttempts40_49,6.0,,1.0
c9b5a9eb-bbd0-441e-816b-e804eff6cd2d,22,2024,kicking,fieldGoalAttempts50_59,1.0,,3.0
00543390-9196-4b60-8d7e-1c17ef520036,22,2024,kicking,fieldGoalAttempts60_99,0.0,,2.0
6f2d0c20-329f-4183-becd-f60af6f7c6b7,22,2024,kicking,fieldGoalAttempts50,1.0,,5.0
19076171-50b0-4d36-8537-0883354b88c1,22,2024,kicking,fieldGoalAttemptYards,482.0,,3.0
23ddaa03-0ed1-4cd8-a329-7ffab5899305,22,2024,kicking,fieldGoalPct,91.667,,2.0
f6580477-9a7c-4467-a0e0-fbe6e614da5e,22,2024,kicking,fieldGoalsBlocked,1.0,,3.0
b41c4240-169f-4305-b903-7fd8900aa46a,22,2024,kicking,fieldGoalsBlockedPct,8.333,,4.0
6918d234-6f53-45b6-858b-0859a16d750c,22,2024,kicking,fieldGoalsMade,11.0,,2.0
b40d9f48-96e1-4668-937b-f6df3575295d,22,2024,kicking,fieldGoalsMade1_19,0.0,,1.0
e7eb892a-966d-4299-baf6-7f823c76167c,22,2024,kicking,fieldGoalsMade20_29,1.0,,4.0
96daf378-0ef2-4fbc-893b-b744d13df87b,22,2024,kicking,fieldGoalsMade30_39,4.0,,1.0
64381a3f-6b73-4f6d-adaa-bd4f33a066f1,22,2024,kicking,fieldGoalsMade40_49,5.0,,1.0
11ba2408-f84a-4837-801a-ee9a8f73b113,22,2024,kicking,fieldGoalsMade50_59,1.0,,3.0
13bcc197-0757-45b9-b49b-d24a5c090f8d,22,2024,kicking,fieldGoalsMade60_99,0.0,,1.0
dd72c106-2241-49e7-b4b6-57eb00935944,22,2024,kicking,fieldGoalsMade50,1.0,,4.0
82867961-9eef-468f-a202-588c61dc5262,22,2024,kicking,fieldGoalsMadeYards,437.0,,3.0
239852c8-5156-460d-a63f-25cb1ba81bbd,22,2024,kicking,fieldGoalsMissedYards,45.0,,4.0
064d9035-7817-4647-a5b2-0f748aa57478,22,2024,kicking,kickoffReturns,16.0,,2.0
e6bc3818-0494-4fb2-b322-5a5ce2ea3a12,22,2024,kicking,kickoffReturnTouchdowns,0.0,,1.0
19b91d0b-04cc-4852-9c7b-4e3fad8a805b,22,2024,kicking,kickoffReturnYards,475.0,,3.0
7f450b99-6eac-4f4f-aa22-a7532e78de0d,22,2024,kicking,kickoffs,30.0,,3.0
2c1a608e-7a2b-4465-b3d0-9fe000dd4db7,22,2024,kicking,kickoffYards,1905.0,,3.0
1b11887f-1dec-425a-9054-8ec103cb33d3,22,2024,kicking,longFieldGoalAttempt,57.0,,2.0
61a9cc0f-b733-4f1e-8f51-0ed6cdc15eef,22,2024,kicking,longFieldGoalMade,57.0,,2.0
20c5083c-1615-4fd1-9de9-d35eac645d11,22,2024,kicking,longKickoff,70.0,,1.0
d5f046ca-1929-499a-98cf-5627839a46e5,22,2024,kicking,teamGamesPlayed,6.0,,20.0
f323a851-6a2a-47d9-a910-d8224477c78e,22,2024,kicking,totalKickingPoints,45.0,,3.0
20812021-f572-427a-b05f-bc50c0e9d0ac,22,2024,kicking,touchbackPct,80.0,,2.0
a623dce8-409d-430d-bcfa-3756de867d79,22,2024,kicking,touchbacks,24.0,,3.0
4dbb3360-0ab9-4755-b9a5-81c48cb40800,22,2024,returning,defFumbleReturns,0.0,,1.0
06bdf0cb-c068-4ca3-8d19-74a723958b74,22,2024,returning,defFumbleReturnYards,0.0,,1.0
54ad8f33-ba04-48a5-98a5-758d0c7fa5ff,22,2024,returning,fumbleRecoveries,3.0,,14.0
3a3f9157-1f8b-4324-926d-a335dda0d1a3,22,2024,returning,fumbleRecoveryYards,0.0,,22.0
79075212-df63-482a-8d82-6cad635f130b,22,2024,returning,kickReturnFairCatches,0.0,,2.0
90809249-4e49-4761-bc87-6eb86d8c220a,22,2024,returning,kickReturnFairCatchPct,0.0,,33.0
294c93eb-f7d3-485a-8480-520b25c18db2,22,2024,returning,kickReturnFumbles,0.0,,1.0
4adf196e-4b93-48bf-8a8a-2e4db831217d,22,2024,returning,kickReturnFumblesLost,0.0,,1.0
d2bfcfe7-c8bc-4fcb-93bb-e7949836f61e,22,2024,returning,kickReturns,16.0,,4.0
